Mass,dlogLumdM,dlogLumdM_lb,dlogLumdM_ub
0.31400000000000006,0.003196681654913072,0.0028289216841479543,0.0035896145785850576
0.31500000000000006,0.0032118140592425877,0.0028460160722889633,0.003610872666638118
0.3159081157786916,0.003226505313713356,0.002856819625236364,0.003625081236853508
0.31600000000000006,0.0032261572304214427,0.0028580732524545608,0.003627257749731522
0.31700000000000006,0.0032404886658830533,0.0028725781815563812,0.003644971091993725
0.31800000000000006,0.003258537315719916,0.002884541599913678,0.0036642390753067054
0.31900000000000006,0.003272940701140957,0.002894728622275911,0.0036832171654972647
0.32000000000000006,0.003286379200558185,0.00291031458675156,0.0037022731620330513
0.32008860907817804,0.003289491972976055,0.002912598678803662,0.0037038623228695727
0.32100000000000006,0.00329772202551492,0.0029227452891834897,0.0037237252698542793
0.32200000000000006,0.003314198058844921,0.002936601811389522,0.0037405276950534974
0.32300000000000006,0.0033303602330229634,0.0029469890995731237,0.003760057240351632
0.32400000000000007,0.0033432841334210743,0.002958256497590891,0.0037782146911158505
0.32500000000000007,0.003352665135400531,0.0029690771629431183,0.0037947513836342774
0.32600000000000007,0.0033638747832252457,0.0029749745012004093,0.0038113056083789796
0.32670376805998674,0.003370772550371112,0.0029816880800914735,0.0038221531390061855
0.32700000000000007,0.0033731532032755464,0.002982947135440192,0.0038263515459846915
0.32800000000000007,0.003384911619369311,0.0029900040436994517,0.003841707583931708
0.32900000000000007,0.0033939849409998957,0.002996335292797984,0.0038566967299362544
0.33000000000000007,0.003401854350035593,0.0030007168896685585,0.0038732889380291265
0.33100000000000007,0.0034077436229991115,0.003005874030096236,0.003886023520476849
0.3320000000000001,0.003414029963971779,0.0030091690034143256,0.0038973823315196325
0.3330000000000001,0.003419704673995024,0.003012513550270317,0.003908261992647028
0.3340000000000001,0.003423721834283681,0.003019275474894984,0.003919271660681063
0.3350000000000001,0.0034270104548155328,0.0030170201640885522,0.0039232551491889265
0.3360000000000001,0.00342940249391343,0.0030198448111049578,0.003927695530052714
0.3360275057092562,0.003429384504224344,0.003017983084382648,0.003929283776539538
0.3370000000000001,0.0034291765343753043,0.0030197349968636095,0.003929154574461015
0.3380000000000001,0.003428259807946631,0.003017640389048523,0.003929466723089757
0.3390000000000001,0.0034237865887140344,0.003014578862312835,0.003929836796848762
0.3400000000000001,0.0034213832192117963,0.0030136607881708884,0.0039291254273222664
0.3410000000000001,0.0034134442958460823,0.0030075782158009053,0.003924289031956749
0.3420000000000001,0.0034076674817398785,0.0030045019120399424,0.00391858088388623
0.3430000000000001,0.0034018280610078095,0.0029968816572934365,0.003909100764753799
0.3440000000000001,0.0033936797095303083,0.002990658912162468,0.003900914123403651
0.3450000000000001,0.00338045821168142,0.0029832462957197583,0.0038875592385315912
0.3459180882588884,0.0033707594283876674,0.002974794466946928,0.0038777740420864624
0.3460000000000001,0.003372101591722148,0.002973033661951962,0.003875224410000823
0.3470000000000001,0.0033570612684332515,0.002963414509372009,0.0038638755683953288
0.3480000000000001,0.0033422025379236443,0.0029498686755962773,0.0038463712890145197
0.3490000000000001,0.0033264746723437972,0.0029375856440815628,0.0038297602971434394
0.3500000000000001,0.003310467482422929,0.0029224873474029255,0.003807487701054899
0.3510000000000001,0.003293588453282304,0.0029054148845088917,0.003786336770357003
0.3520000000000001,0.0032740559643094106,0.0028895659295679085,0.0037658166435168634
0.35270937664471524,0.003258393415833717,0.0028784869314773974,0.003746620729229466
0.3530000000000001,0.00325311462633541,0.002872162617953541,0.0037396199248298924
0.3540000000000001,0.003231560672722947,0.0028528978416518243,0.0037158704068783787
0.3550000000000001,0.0032069102297902,0.002835453780705102,0.003685902220985926
0.3553068390981111,0.0032004187339914397,0.0028290077116121734,0.003678212245156218
0.3560000000000001,0.003183348514972255,0.0028150980765162628,0.0036559923766460688
0.3570000000000001,0.003158267223840753,0.002793870780138043,0.003621328048639977
0.3580000000000001,0.0031334228502977834,0.0027721803358434533,0.0035863294078883924
0.3590000000000001,0.003106870031159104,0.002750256874750927,0.003547771319413689
0.3600000000000001,0.003078337751338483,0.0027239071926775742,0.0035138329559295765
0.3610000000000001,0.0030508874518932654,0.0026992823204700957,0.003475231799693359
0.3620000000000001,0.0030210159571789617,0.0026708262336683918,0.0034339730959042744
0.3630000000000001,0.002986937182577656,0.002640229841495514,0.0033940007027014663
0.3640000000000001,0.002957658713212072,0.00260909951936683,0.003350877822215934
0.3650000000000001,0.0029225822411594366,0.0025756955945439274,0.003310111761972429
0.3660000000000001,0.002890343171856153,0.0025451432240749202,0.00326823085037628
0.3670000000000001,0.0028556147643134344,0.0025099957038238418,0.003227524057906299
0.3680000000000001,0.0028193617023271494,0.0024717760641883666,0.00318735849471979
0.36900000000000005,0.0027834542200658326,0.002434553455666325,0.0031484261324743797
0.37000000000000005,0.002746562161793973,0.002395595195713446,0.003107830486623766
0.37100000000000005,0.002709383873675277,0.0023565411695488166,0.0030660863776477702
0.37200000000000005,0.0026712635818268923,0.0023151436823193065,0.0030269216132511752
0.37300000000000005,0.0026316743503735957,0.0022703325607634547,0.00298845004906364
0.37400000000000005,0.0025908931608444197,0.0022249438329455377,0.0029508760531959124
0.37500000000000006,0.0025530921435072905,0.0021792711463569144,0.0029121346014832597
0.37600000000000006,0.002515608788226915,0.002132273363515961,0.002876608861821575
0.37700000000000006,0.002476977371122359,0.0020846195196959154,0.0028450341577175215
0.37800000000000006,0.002437169387485687,0.0020370083788628954,0.002809954953315514
0.37900000000000006,0.0024006927921393145,0.0019846884322631125,0.002773544497184975
0.38000000000000006,0.002363215425421713,0.0019344457128011184,0.0027428751462363417
0.38100000000000006,0.002326472147969841,0.0018815946333902408,0.0027106610364849536
0.38200000000000006,0.002291317726868545,0.001829494294535292,0.0026793362123696774
0.38300000000000006,0.0022556148798633857,0.0017774088300968665,0.0026500376745810894
0.38400000000000006,0.0022211857969411295,0.0017267807364864237,0.0026260415741928464
0.38500000000000006,0.0021888714916982453,0.001679226451581779,0.002599079675809822
0.38600000000000007,0.002154281920054851,0.0016299174802895356,0.0025720418949444638
0.38700000000000007,0.002120879912071819,0.0015839696703818637,0.002550047465763044
0.38800000000000007,0.002089555898636368,0.001535602301735332,0.002526915666858768
0.3889236042162152,0.0020611167103852792,0.0014956328390056779,0.0025073265817959966
0.38900000000000007,0.0020597854719599093,0.001490825453179825,0.0025047342940963894
0.39000000000000007,0.002032536891899884,0.0014501047197143088,0.0024843553173626185
0.39100000000000007,0.002003730230844514,0.0014094313846984583,0.0024635625216324563
0.39200000000000007,0.00197690479138946,0.0013662030180467812,0.0024435909454807846
0.39252757016455536,0.0019611224769254827,0.001345802930486107,0.002430872413019868
0.39300000000000007,0.0019498477877803212,0.0013283048094285125,0.0024245109131668333
0.3940000000000001,0.0019260368362696843,0.0012946666736606853,0.002406460368494522
0.3950000000000001,0.0019058147178056869,0.0012656500788894621,0.0023904484749606575
0.3960000000000001,0.0018841263464618224,0.00123788946382048,0.002376185250241662
0.3970000000000001,0.001865766150373857,0.001208234856932209,0.0023586010565347566
0.3980000000000001,0.0018515221605986956,0.0011818424224995406,0.002345561681374903
0.3990000000000001,0.0018338478740889642,0.0011646535159352096,0.002334571216220722
0.4000000000000001,0.0018221430752953125,0.0011474712283846933,0.0023220998450178354
0.4010000000000001,0.0018081638191304722,0.0011340096736084243,0.002314312636389558
0.4020000000000001,0.0017974056547262658,0.0011246219434597267,0.002303804055136244
0.4030000000000001,0.001789616876048,0.0011180140526674052,0.0022958926133225836
0.4040000000000001,0.0017819284861267755,0.0011118335835383522,0.0022864161939121583
0.4050000000000001,0.0017778248507705071,0.001116110697380387,0.002278680728038119
